title,year,url,authors,abstract
"The European mistletoe (Viscum album L.): distribution, host range, biotic interactions, and management worldwide with special emphasis on Ukraine",2020,https://www.semanticscholar.org/paper/0e508a8a2296a2c171ffa43fae45e452ca4fd66f,Y. Krasylenko; Y. Sosnovsky; N. Atamas; G. Popov; V. Leonenko; Kateřina Janošíková; N. Sytschak; Karol Rydlo; D. Sytnyk,"The hemiparasitic European mistletoe, Viscum album L. (Viscaceae), displays a rapid and remarkable expansion into natural and urban ecosystems in Ukraine. The monitoring and management of this quickly spreading species is becoming increasingly difficult as new plant species become hosts. Unlike other local mistletoe species, the European mistletoe has a broad distribution and thus requires a countrywide pest status assessment for control. This review outlines the major taxonomic and evolutionary issues pertinent to V. album with an emphasis on the characters used to distinguish its five currently recognized subspecies. The review also provides an updated distribution map and host range for the three V. album subspecies in Ukraine [V. album subsp. album, V. album subsp. abietis (Wiesb.) Janch., and V. album subsp. austriacum (Wiesb.) Vollm.], addressing the current knowledge of their biology and ecology. A significant portion of the paper is devoted to the diversity of organisms associated with V. album, including herbivores, endophytes, and parasites, drawing particular attention to major pollination and dispersal vectors, as well as potential biocontrol agents for this mistletoe species."
A systematic review and meta‐analysis on urban arthropod diversity,2025,https://www.semanticscholar.org/paper/0e59bd07c6920244273baf404da6e85b7ea84b14,O. Sanllorente; Endika Blanco‐Urdillo; A. Sánchez‐Tójar; Juan Diego Ibáñez‐Álamo,"
Urbanization is rapidly expanding at the global level, a phenomenon often reported to exert negative effects on biodiversity. However, many important knowledge gaps about the effect of urbanization on biodiversity remain, posing important conservation challenges.
This is especially true for certain taxonomic groups like arthropods, despite being the most diverse and abundant animal group on Earth. Here, we conduct an exhaustive systematic literature review and meta‐analysis to assess whether and how urbanization is negatively associated with arthropod diversity.
We explored potential geographic, temporal and taxonomic biases in the availability of evidence. In addition, we make use of meta‐analysis of variance to investigate whether urban areas across the world show similar patterns of arthropod diversity change.
Our results support previous studies; urbanization and arthropod diversity are negatively associated. However, not all arthropod groups seem to respond similarly (e.g., Odonata) potentially suggesting the importance of implementing taxa‐specific conservation actions in urban areas.
On the other hand, our meta‐analysis of variance showed higher variance in arthropod diversity in urban compared to non‐urban habitats, suggesting great potential for the implementation of certain city conservation practices or attributes to promote arthropod communities.
Last, we identified several key taxonomic and geographic biases that require additional scientific attention as well as strong evidence for negative‐effects publication bias in the literature.
Our results highlight the importance of urban ecology research for helping design more diverse urban ecosystems.
"
"Rural Tourism and Homestays in India: Impact on Local Economy, Culture and Ecology",2024,https://www.semanticscholar.org/paper/0e5a5b30e885872316fa8548ddbf007e0298d5a9,Pratim Chatterjee; Namrata Chakrabortty; Subho Ghosh,"Purpose of the study: This study explores rural tourism as a sustainable form that encompasses environmental preservation, entrepreneurial opportunities, and the preservation of traditional village customs, values, and practices. 
Methodology: The research methodology employed a literature review approach, focusing on secondary data sources. The search utilized the Google Scholar database as a search engine, with the initial 500 results sorted by relevance to ensure comprehensive coverage of relevant scholarly sources. Finally, 31 articles were selected for this study. 
Principal Findings: Operating homestays can provide alternative accommodation options and catalyze the promotion of rural tourism, benefiting the local community, economy, and regional art and culture. A well-executed marketing plan in rural tourism can bring significant societal advantages by channeling resources from urban to rural areas and curbing rural-urban migration. 
Applications of the study: This study can be helpful in the tourism and hospitality industry. It is instrumental in promoting rural tourism and supplementary accommodation like homestays in India, thus boosting the local economy and promoting local culture and tradition. 
Novelty/Originality of the study: Tourism and related industries substantially impact employment due to the sector's labor-intensive nature. Village tourism can generate income and employment and contribute to rural development, preventing rural-urban migration and promoting sustainable revenue generation."
"The sand fly (Diptera: Psychodidae) fauna of the urban area of Lassance, Northeast Minas Gerais, Brazil",2021,https://www.semanticscholar.org/paper/0e6288273943d289d5a3bbbc1b067a43accd1d4d,G. Tonelli; Camila Binder; Victoria Laporte Carneiro Nogueira; Marina Henriques Prado; Gabriela Gonçalves Theobaldo; A. M. Campos; C. M. de Souza; J. D. Andrade Filho,"The present study aimed to check the sand flies’ fauna on the municipality of Lassance, Minas Gerais, Brazil and detect the presence of Leishmania DNA on the female captured and determine the risk areas of the municipality. Sand flies were collected monthly from May 2018 to April 2019 using automatic light traps for 3 consecutive nights. Eight houses were selected as sample points due its previous reports of tegumentary leishmaniasis and/or canine leishmaniasis. The sand fly’s fauna found on the present study it’s represented by several medical importance species and the most abundant species found were Lutzomyia longipalpis (77.09%) and Nyssomyia intermedia (10.06%). Leishmania infantum DNA was detected in a pool of Lu. longipalpis resulting on a 2.81% of infection rate. By the frequency of the two most abundant species on this study, we developed a risk area map and it draws attention to sample point 6 due to disparate abundance of sand flies at this site (81.81%). Statistical overview shows Lu. longipalpis as dominant species and, still, Non-Metric Multidimensional Scaling analysis reveal high similarity on fauna’s diversity on the study area. Our findings suggest that the diversity of sand flies from the municipality of Lassance may promote the circulation of Leishmania infantum parasites putting in risk the habitants and other mammal’s species. Still, our study reinforces the necessity of specific studies focused on breed sites of phlebotomine and its’ ecology to expand the knowledge about the behaviour of this group of insects applying directly to leishmaniases’ epidemiology."
Cyanobacterial blooms contribute to the diversity of antibiotic-resistance genes in aquatic ecosystems,2020,https://www.semanticscholar.org/paper/0e6ac98c57792ed51567f46f17786453968e684e,Qi Zhang; Zhenyan Zhang; Tao Lu; W. Peijnenburg; M. Gillings; Xiaoru Yang; Jianmeng Chen; J. Peñuelas; Yong-guan Zhu; N. Zhou; Jianqiang Su; Haifeng Qian,"Cyanobacterial blooms are a global ecological problem that directly threatens human health and crop safety. Cyanobacteria have toxic effects on aquatic microorganisms, which could drive the selection for resistance genes. The effect of cyanobacterial blooms on the dispersal and abundance of antibiotic-resistance genes (ARGs) of concern to human health remains poorly known. We herein investigated the effect of cyanobacterial blooms on ARG composition in Lake Taihu, China. The numbers and relative abundances of total ARGs increased obviously during a Planktothrix bloom. More pathogenic microorganisms were present during this bloom than during a Planktothrix bloom or during the non-bloom period. Microcosmic experiments using additional aquatic ecosystems (an urban river and Lake West) found that a coculture of Microcystis aeruginosa and Planktothrix agardhii increased the richness of the bacterial community, because its phycosphere provided a richer microniche for bacterial colonization and growth. Antibiotic-resistance bacteria were naturally in a rich position, successfully increasing the momentum for the emergence and spread of ARGs. These results demonstrate that cyanobacterial blooms are a crucial driver of ARG diffusion and enrichment in freshwater, thus providing a reference for the ecology and evolution of ARGs and ARBs and for better assessing and managing water quality. Qi Zhang, Zhenyan Zhang et al. show that the numbers and relative abundance of antibiotics-resistance genes increase during a cyanobacterial bloom in Lake Taihu of China. This correlation provides insights to the ecologists and the policy makers who manage the quality of fresh water."
"Exploration of the Planning and Design of Intelligent Ecological Park Under the Background of Carbon Neutrality
-- takes Chongqing Lijia Baiyun Lake Park Planning and Design as an example",2024,https://www.semanticscholar.org/paper/0e6bcdf4bccf3a0ef72657ea11794aaf6b945e6a,Jiao Hou,"Under the background of China s goal of achieving carbon peak by 2030 and carbon neutralization by 2060, green space, as an 
indispensable role, plays a key role. As an important part of urban green space system, parks play a positive role in ecological protection, 
enrichment of citizens life, beautification of the environment and carbon neutralization. Looking at China s park design, the ecological 
greening part occupies a very important position. However, with the rapid development of China s science and technology, science and 
technology are constantly integrating into our life. As a characteristic mountain city, Chongqing s urban park construction is developing rapidly, and Lijia has become one of the most changeable areas in Chongqing and a highland for the concentration and Realization of 
various policies, From Lijia Town, Lijia high-end business gathering area, Lijia international business tourism city, and Lijia smart city 
proposed at the smart Expo, the planning has been continuously upgraded to realize the three-level jump of regional value. The main task 
of this study is to explore how Baiyun Lake Park, which occupies the core position of Chongqing Science and technology center Lijia 
business gathering area, perfectly integrates people, ecology and intelligent technology, and even how to build it into a window representing the development level of Chongqing and the image quality of Liangjiang New Area, and what exploration has been made in the relationship between carbon neutralization and the park, The purpose is to provide some guidance and reference for the smart ecological park 
under the background of carbon neutralization."
Urban political ecology in prospect and retrospect,2021,https://www.semanticscholar.org/paper/0e7e6a5de551b609d2c978f81f3286ff26d13bd9,M. Gandy,"The contemporary theorization of the urban biosphere has reached something of an impasse between the perceived limitations of urban political ecology, the neo-Lefebvrian emphasis on global patterns of urbanization, and the rise of “new materialisms”.  Since its emergence in the mid-1990s, urban political ecology has made a series of distinctive contributions to the study of urban environmental issues yet in recent years a series of conceptual tensions and empirical lacunae have become apparent.  In this essay I reflect on the legacy of the “first wave” of urban political ecology scholarship and consider a series of contemporary challenges including more complex interpretations of agency, materiality, and subjectivity.      
 "
"Analysis of the Coupling Coordinated Development of the Population–Water–Ecology–Economy System in Urban Agglomerations and Obstacle Factors Discrimination: A Case Study of the Tianshan North Slope Urban Agglomeration, China",2022,https://www.semanticscholar.org/paper/0e81d47e34f7a2560033dd8ffbee6b35931e4492,Cong Zhu; C. Fang; Lifang Zhang,
"Formation Process and Spatial Representation of Tourist Destination Personality from the Perspective of Cultural Heritage: Application in Traditional Villages in Ancient Huizhou, China",2024,https://www.semanticscholar.org/paper/0e8bb259ba141413be9438598c47bb3be26e5253,Kai Ren; Jin Xu,"Tourism destinations are cultural heritage and spatial landscape systems of organic coexistence between humans and the Earth, and are formed through the long historical evolution of a specific geographical environment. With the development of large-scale cultural and tourism projects and the construction of scenic areas, many tourist destinations face conflicts between people and the environment and the crisis of discontinuity in the landscape and the cultural context. The concept of tourist destination personality provides a perspective for studying the interaction between humans and the environment in tourist destinations. However, existing research has not delved into the mechanisms of temporal–spatial interaction and spatial representation of regional cultural heritage in regional systems. Therefore, from the perspectives of geography and urban–rural planning, this study selects traditional villages in ancient Huizhou as the research object and employs relevant theories from cultural ecology to construct a paradigm for analyzing the formation path of tourist destination personality based on a cultural core from a regional systemic perspective. Building on this, this study develops a coupling analysis framework for the “accumulation anchoring” of heritage landscape representation in traditional villages in ancient Huizhou based on a cognitive understanding of tourist destination heritage landscape and a ‘time–space’ interactive model. The research reveals that the formation of personality in traditional villages in ancient Huizhou centers around cultural cores such as production methods, social organizations, construction mechanisms, and social beliefs. It is driven by basic forces such as resource endowment vitality, a social structure driving force, and a historical choice regulatory force, with the logic of forming dominant functions and obtaining expected benefits such as the core. The spatial representation of traditional village heritage in ancient Huizhou exhibits a synergistic evolution mechanism between ‘culture and landscape’. The research process and conclusions provide a basic framework and methodological system for the study of tourist destination personality and heritage revitalization, expanding the understanding of the process of human–environment interaction and spatial patterns in tourist destinations."
STATE OF THE MAIN ENVIRONMENTAL COMPONENTS IN THE REST AREAS OF KIZLYAR AND ITS SURROUNDINGS,2020,https://www.semanticscholar.org/paper/0e99172bae0c179e8f0319d91af864573fd3e574,M. Magomedov,"Revealing the limits of stability of natural complexes is an important task in modern urban ecology, where structural indicators of natural components, their state, and dynamics are taken as indicators. The aim of the work was to identify changes in the state of soil, vegetation and rodents in the vicinity of Kizlyar, Republic of Dagestan, caused by recreational activities. The beginning of the tourist season fell on the end of March and lasted until mid-autumn. One of the consequences of the recreational load is the compaction of the surface soil horizons, which occurs under the influence of trampling. It was revealed that under conditions of a recreational load, the hardness of the surface soil horizons was 1.7 times higher than in the control plot. Such changes in soil hardness have an impact on plant associations and, directly or indirectly, on the state of the community of murine rodents, due to their land-burrowing way of life. On the recreational site, there was a decrease in both the total number of species and the proportion of native plant species, represented mostly by meadow weed and ruderal species, while an increase in the projective cover and phytomass was noted, which may be associated with an increase in illumination. Meanwhile, the thinning of the tree layer was also noted. On both sites, 4 species of rodents were recorded. The number of yellow-bellied mice in the control plot was 2.5 times higher than in the recreational plot; public voles in the recreational plot were six times less than in the recreational plot. Forest dormouse in the recreational area - 6, on the control - 8 individuals. There are 5 individuals of the gray hamster in the recreational area, and 7 individuals in the control area. The revealed differences in the functioning of the considered natural components in the conditions of recreational nature management, apparently, is their adaptive response to environmental changes caused by resting people, mainly manifested in the form of soil compaction and disturbance."
A systematic review of Rat Ecology in Urban Sewer Systems,2022,https://www.semanticscholar.org/paper/0eaeda30a5bbae8a1d5800e3247192cdcc3e5964,Xiaocong Guo; C. Himsworth; Michael J. Lee; K. Byers,
Desastres humanos? Uma análise de Mariana a Brumadinho tendo em vista seus impactos ambientais / Human disasters? an analysis from Mariana to Brumadinho in view of its environmental impacts,2022,https://www.semanticscholar.org/paper/0ec54dbdd93ba11c55feac15ea5591b7676523b1,Tatiana Reinehr de Oliveira; Fernanda Marques de Oliveira; G. Garbaccio; Marcia Leuzinger,"Resumo A abordagem harmoniosa do ciclo ecologia-economia-ética permite ampliar paradigmas em torno de soluções interdisciplinares capazes de balancear as relações entre o meio ambiente e as atividades humanas. No entanto, o rompimento desse ciclo, com a predominância da economia sobre os outros dois elementos, conduz ao desequilíbrio ambiental, com consequências desastrosas para as sociedades humanas e para o planeta como um todo. O presente artigo tem por objetivo principal analisar as causas e efeitos do rompimento desse equilíbrio no contexto dos desastres humanos de natureza social ocorridos em Mariana-MG (2015) e Brumadinho-MG (2019), e como objetivo secundário, discutir soluções plausíveis para se restabelecer esse elo. Como resultado, aponta a importância de se buscar respostas a partir da interconexão dos valores biológicos, econômicos e éticos tendo por instrumento o direito e as políticas públicas. A análise envolve o emprego do método qualitativo, exploratório-bibliográfico, segundo a ótica dos impactos ambientais/urbanísticos, com enfoque na avaliação ex post. Como conclusão, sustenta-se o desenvolvimento de políticas públicas, designadamente urbanísticas voltadas à preservação do meio ambiente, bem como à responsabilização dos empresários da mineração pelos danos decorrentes do rompimento de barragens de rejeito como forma de restauração do ciclo ecologia-economia-ética nos ambientes urbanos que suportaram os desastres humanos em questão.Palavras-chave: Ecologia e ética; Barragens de rejeito; Desastres; Direito urbanístico; Impactos ambientais urbanísticos.  Abstract The harmonious approach towards the ecology-economics-ethics circle allows paradigm broadening that leads to interdisciplinary solutions that can balance the relationship between the environment and human activities. However, whenever there is a break in this circle, with the predominance of the economy over the other two elements, it leads to environmental imbalance, with disastrous consequences for human societies and for the planet as a whole. This paper aims to analyze the causes and effects towards the disruption of this balance in the context of the human social natural disasters that happened in the cities of Mariana (2015) and Brumadinho (2019), both located in the state of Minas Gerais. As a result, the text highlights the importance of seeking solutions for the reconstitution of this link, based on the interconnection of biological, economic and ethical values. The study involves the qualitative exploratory-bibliographic method considering the perspective of urban environmental/urban impacts and focuses on the ex post evaluation. As a conclusion, this article presents a reflection upon solutions that include the development of urban public policies aimed at preserving the environment, as well as the responsibility of mining entrepreneurs for the damages resulting from the rupture of waste dams as a way of reestablishing the ecology-economics-ethics circle in the urban environment that have borne the human disasters in analyses.Keywords: Ecology and Ethics; Waste dams; Disasters; Urban law; Urban environmental impacts."
"Quantitative Evaluation of the Integrity of Natural Ecosystems and Anthropogenic Impacts in Shennongjia National Park, China",2023,https://www.semanticscholar.org/paper/0ef351177d5cad880ae7f6736b30258cf94da373,Zhihao Huang; Jia-shuo Cao; Yang Peng; K. Ma; G. Cui,"China launched its pilot national park system in 2015, and Shennongjia National Park has attracted much attention as one of the first batch of pilot national parks. The primary goal of national park construction in China is to effectively protect the integrity and authenticity of nationally important natural ecosystems. Based on the theory of landscape ecology, this study interpreted data from high-resolution remote sensing images and used landscape pattern analysis, spatial correlation analysis, and geographic weighted regression analysis to quantitatively evaluate the integrity of natural ecosystems at the landscape scale. A more accurate and operable calculation method was proposed to analyze the spatial variation in natural ecosystem integrity and to explore the scope and intensity of the impact of different anthropogenic activities on natural ecosystem integrity. The results showed that: (1) from the perspective of the spatial distribution patterns of natural ecosystem integrity, the degree of natural ecosystem integrity of Shennongjia National Park was generally high, with an integrity index value of 96.06, and the proportion of high-integrity areas accounted for 72.38%. The integrity index value of the strict protection zone was 98.83, and the proportion of the low-integrity index area only accounted for 0.01% of the strict protection zone, which was mainly distributed in the main urban areas of the nearby townships and along the highways in the national park, as well as in other areas with intensive anthropogenic activities. (2) From the perspective of the degree of impact of anthropogenic activities on natural ecosystem integrity, population density (0.3344), traffic accessibility (0.2389), traditional utilization activities (0.1101), and industrial and mining activities (0.0095) were, in descending order, the most impactful, and there was no significant correlation between ecotourism activities and natural ecosystem integrity. (3) From the perspective of the impact range of anthropogenic activities on natural ecosystem integrity, traditional utilization activities had the largest impact, accounting for 19.71% of the total area of the national park. The area affected by population density accounted for 1.52%. Industrial and mining activities had an influence of 4.75%, and the area affected by traffic accessibility accounted for 9.28%. Through conducting quantitative research into the integrity of natural ecosystems in Shennongjia National Park, this study provides a new research paradigm for the conservation of natural ecosystems and for the sustainable development of resources in protected areas, which is of great significance for the sensible development of national park conservation and management."
Ecologies of Contestation in Participatory Design,2020,https://www.semanticscholar.org/paper/0ef663a612a54e7168494cf81384a7023b7eb687,Nitin Sawhney,"How do various forms of contestation and agonism in collective social contexts challenge and transform Participatory Design (PD)? Under what conditions does agonism lead to productive outcomes, expand participation and social inclusion? In this paper, we highlight key insights and issues emerging from three case studies, where design practitioners engaged in PD projects for urban and cultural transformation in New York City and Cambridge. Wide-ranging interviews and participatory workshops reveal how PD is transformed by different “ecologies” inherent in the socio-cultural conditions, power relations, design constraints, and intrinsic values of practitioners grappling with contestation and seeking to engage agonistic pluralism."
Extraction and Analysis of Finer Impervious Surface Classes in Urban Area,2021,https://www.semanticscholar.org/paper/0ef94e009886af6fdb279b4584cdd071cdd12ad1,Wenyue Liao; Yingbin Deng; Miao Li; Meiwei Sun; Ji Yang; Jianhui Xu,"Impervious surfaces (IS), the most common land cover in urban areas, not only provide convenience to the city, but also exert significant negative environmental impacts, thereby affecting the ecological environment carrying capacity of urban agglomerations. Most of the current research considers IS as a single land-cover type, yet this does not fully reflect the complex physical characteristics of various IS types. Therefore, limited information for urban micro-ecology and urban fine management can be provided through one IS land-cover type. This study proposed a finer IS classification scheme and mapped the detailed IS fraction in Guangzhou City, China using Landsat imagery. The IS type was divided into seven finer classes, including blue steel, cement, asphalt, other impervious surface, and other metal, brick, and plastic. Classification results demonstrate that finer IS can be well extracted from the Landsat imagery as all root mean square errors (RMSE) are less than 15%. Specially, the accuracies of asphalt, plastic, and cement are better than other finer IS types with the RMSEs of 7.99%, 8.48%, and 9.92%, respectively. Quantitative analyses illustrate that asphalt, other impervious surface, and brick are the dominant IS types in the study area with the percentages of 9.68%, 6.27%, and 4.45%, respectively, and they are mainly located in Yuexiu, Liwan, Haizhu, and Panyu districts. These results are valuable for research into urban fine management and can support the detailed analysis of urban micro-ecology."
[Relationship between economy and ecology of Pearl River Delta Urban Agglomeration based on ecological footprint of net primary productivity].,2022,https://www.semanticscholar.org/paper/0efc01f1ea9b7529deb9bfb4f546e0b66738deff,Y. Ao; Mengtian Zhang; Yongyu Zhao; Xiao-Feng Wang; Zhao-di Bai; Ling-Feng Jiang,"With the acceleration of regional economic integration, human activities have played an increasingly crucial role in regional sustainable development. In this study, MODIS remote sensing data and ecological footprint of net primary productivity (EF-NPP) were leveraged to calculate the equivalence factor and yield factor of the six major biologically productive land areas in the Pearl River Delta Urban Agglomeration. We analyzed the changes in per capita ecological footprint, per capita ecological carrying capacity, natural resource utilization efficiency and ecological moderate population from 2000 to 2020. Results showed that the per capita ecological footprint in the Pearl River Delta Urban Agglomeration continued to rise from 2000 to 2020. The ecological occupation of energy land was the highest. The ecological footprint was high in west, low in middle, and higher in northwest of the study area. The per capita ecological carrying capacity was relatively high in Zhaoqing and Jiangmen and low in Shenzhen, Dongguan, Foshan and Zhongshan. The gap between the ecological moderate population and the regional actual population widened over time, reaching 30.62 million in 2020. The regional actual population was much larger than the ecological moderate population, indicating huge population pressure. The natural resource utilization efficiency of the three main industries was high. The economic benefits created by the per capita ecological footprint increased by 36800 yuan·hm-2 during the research period, with an average annual growth rate of 1800 yuan·hm-2. The growth rate of the tertiary industry was the highest. Therefore, the results could provide reference for the study on natural resource utilization efficiency in medium and small-scale regions."
Botanic component in training bachelors of ecology at the Siberian State University of Geosystems and Technologies (SSUGIT),2021,https://www.semanticscholar.org/paper/0f1455d0b61a668b61806e9a0a0eb3cf91661ba5,T. Fershalova; I. Bochkareva,"Ecologist is among the specialties in high demand, especially under the conditions of urban environment. Plant knowledge is an essential component in preparing ecology students to academic, research and development activities. Plants knowledge gained through education is an important element for diagnostics and improvement of the ecological environment affected by various anthropogenic and natural factors. Education involves practical courses aimed at consolidation of the skills for plant identification, phyto indexing and formulation of recommendations on environmental optimization. It is shown that the application of interdisciplinary approach to the formation of universal competence through learning botany is relevant."
Vegetal Agency in Street Tree Stewardship Practices: People-Plant Involutions Within Urban Green Infrastructure in New York City,2023,https://www.semanticscholar.org/paper/0f6dab7dd24aedbbefb63ffb5501165f1e58ca41,M. Maurer,"In cities nature is taking on a new role as infrastructure, providing essential services in terms of temperature regulation and water management, as well as the provision of habitat for biodiversity conservation. With this turn to green infrastructure have come new challenges to maintenance. Plants are lively things and if they are to perform their infrastructural roles they must be routinely tended to in particular ways. In the context of neoliberal governance, much of this labor falls to volunteer humans. Framed as stewardship, this volunteerism for plant-city thriving is posited as a way to meet maintenance needs while promoting human health and well-being and creating support for nature-based solutions through a sense of ownership and responsibility. While it is thus possible to read stewardship as an enrollment of people and plants into the reproduction of neoliberal urban political ecologies, in this paper I argue that such an analysis overlooks the involution of plants and people that occurs during acts of stewardship. Drawing on ethnographic research with street tree stewards in New York City I explore how vegetal agency draws people into affective, embodied relations. During acts of stewardship, trees act on people and reconfigure their relations in ways that potentially exceed the strictures of stewardship. Rather than allowing stewardship discourses and critiques thereof to be our sole frame for understanding these people-plant relations, we should also consider them from the perspective of vegetal agency and what human-tree involutions do within, around, and to human practices of stewardship."
The Turn to Indigenization in Canadian Writing: Kinship Ethics and the Ecology of Knowledges,2020,https://www.semanticscholar.org/paper/0f6ee4c518ff759382e6acd09044acf53a86c02e,A. Marcos,"This article heeds the recent shift in cultural criticism and creative writing toward imagining ""a functional ecology of knowledges in Canada"" (Coleman, ""Toward"" 8) that takes its conceptual lead from Indigenous epistemologies. Through close reading Thomas King's novel The Back of the Turtle (2014), Wayde Compton's short story collection The Outer Harbour (2014), and Daniel Coleman's nonfiction book Yardwork: A Biography of an Urban Place (2017), the article connects Indigenous notions of kinship to the turn to trans-systemic epistemologies in contemporary Canadian literature and criticism. My analysis draws on Indigenous theories of kinship underlying Indigenous resurgence and decolonization and sets them in conversation with King's reflections on storytelling and world-building, Compton's theoretical charting of African Canadian space as Afroperipheral within diaspora criticism, and Coleman's self-retraining to redefine settler belonging and knowledge. This analysis concludes that, by promoting an awareness of the interdependence between the natural environment, humans, and other-than-human beings that is central to Indigenous epistemologies, these works contribute to the shift toward the construction of an ecology of knowledges and hold the potential for renewed decolonizing efforts, social justice, and environmental sustainability."
Bee community response to local and landscape factors along an urban-rural gradient,2020,https://www.semanticscholar.org/paper/0f8a32a60ff57e012b93892a8a03f0722fb0a907,Kristen R. Birdshire; Adrian L. Carper; C. Briles,"Over a third of the world’s crops require insect pollination, and reliance on pollination services for food continues to rise as human populations increase. Furthermore, as interest in urban agriculture has grown, so has a need for studies of urban pollinator ecology and pollination. Analyzing pollinator assemblages along a rural-urban gradient provides powerful mechanistic insight into how urbanization impacts pollinators. Yet, studies examining pollinators along urban-rural gradients are limited and results vary. Since pollinators vary tremendously in life history characteristics and respond to urbanization differently, studies from different regions would improve our understanding of pollinator response to urbanization. This study documents different bee assemblages along a high-plains semi-arid urban-rural gradient in Denver, Colorado, USA. Percent impervious surface was used to define the extent of urbanization at 12 sites and local and landscape characteristics were estimated using field assessments and geospatial analysis. Wild bees were collected and the relationships between urbanization and bee communities were explored using linear modeling. Overall, bee abundance and diversity decreased with increasing urbanization, suggesting that urban areas negatively impact bee communities. However, all bee guilds responded positively to local floral richness and negatively to the degree of landscape urbanization, suggesting that different types of bees responded similarly to urbanization. These findings suggest that providing a greater diversity of floral resources is key to mitigating the negative impacts of urbanization on pollinator communities."
The Rurban Elephant: Behavioural Ecology of Asian Elephants in Response to Large-Scale Land Use Change in a Human-Dominated Landscape in Peri-Urban Southern India,2021,https://www.semanticscholar.org/paper/0f8d8fa3af2d8d538a625a8a5c8e1a5228cfe4b6,N. Srinivasaiah; S. Vaidyanathan; R. Sukumar; A. Sinha,
An Integrated System of Alternative Sources of Electricity Generation for Charging Urban Electric Buses,2020,https://www.semanticscholar.org/paper/0f9555d5ff84ba5f5e71ddefaa8c6d3827fad37b,S. Arhun; A. Hnatov; V. Mygal; S. Khodyriev; A. Popova; H. Hnatova,"One of the main steps to improve the ecology of large cities is to abandon the use of internal combustion engine transport in favors of electric buses (EB). The main objective of this work is to unite alternative sources of electricity generation, both on board the bus and in the transport infrastructure, for fast charging/recharging of EB with ultracapacitor-based energy storage unit. Comparison of the costs of introducing a new EB route and a trolleybus was carried out. It was determined that the total cost of the trolleybus route is approximately 2.65 times higher. Requirements for alternative electricity generation systems (EE) for charging urban EBs on board and in transport infrastructure were formulated. A method of creating an integrated system of alternative sources of electricity generation (ASEG) for urban passenger transport was developed in the EB and the transport infrastructure for charging urban EB. The possibility of application of alternative energy sources in transport infrastructure and in electric buses is studied. In addition, the energy balance in EE has been drawn up taking into account ASGEE. The presented results are the basis for the development of a business project for the introduction of environmentally friendly transport in large cities."
"A EDUCAÇÃO VOLTADA À REALIDADE CULTURAL CAMPONESA: ESTUDANTES RURAIS E CONSTRUÇÃO DA SUSTENTABILIDADE AGRÍCOLA EM RIBEIRÃO DO EIXO, MUNICÍPIO DE ITABIRITO – MG",2020,https://www.semanticscholar.org/paper/0f98548ea6b9b6de4feb26a79d1cf69c8d37cb23,Vagener Luciano de Andrade; Ludimila de Miranda Rodrigues Silva,"In different Brazilian locations, rural education has been structured in rural schools that offer the initial grades of elementary education, and in some exceptions, the final years and high school. But most of the time, students study in urban centers, and more and more schools have closed in the countryside. A problem that needs to be urgently revised. The present work aims to analyze the education focused on the peasant cultural reality, from rural students in Ribeirão do Eixo, Itabirito municipality, in the state of Minas Gerais, as a possible means of building agricultural sustainability. The ""Municipal Rural School of Ribeirão do Eixo"", part of the board of educational establishments of the Municipal Secretariat of Education of Itabirito MG is legally under the responsibility of the 15th Regional Superintendence of Education of Ouro Preto and is located at the Federal Highway BR 040, km 589, between the settlements of Ribeirão and the Eixo, rural area of the district of São Gonçalo do Bação. The school's director answers for the other 06 municipal rural schools in Itabirito. The school staff consists of 08 professionals, who are directly in the School, with 06 teachers being 03 with graduation and 03 with post-graduation, 01 general services auxiliary and 01 school staff, both responsible for cleaning and food; And a secretary and a pedagogical supervisor who follow up with the distance that compose together with the director, the Team responsible for 06 Municipal Rural Schools of the Municipality. The School works in the morning shift and offers only Infant Education and Elementary Education (1st to 5th year) with students distributed in 06 classes. The school institution serves approximately 40 enrolled and frequent students from Ribeirão do Eixo and its surroundings, in only 1 shift, with 11 students in early childhood education (1st and 2nd R. gest. sust. ambient., Florianópolis, v. 9, n. 1, p. 483-512, jan/mar. 2020. 485 grades), 06 students in the 1st year, 07 students in the 2nd year, 06 students in the 3rd year, 06 students in the 4th year and 04 students in the 5th year. In this context, the location listed for study clearly denotes the complexity of the field / city relationship, since it is a rural area in the process of urbanization and industrialization, being incorporated to the metropolitan south axis. Thus, from the rural education as an instrument of valorization of the rural space, the reality of the rural school of the locality is presented and understood as a means of social transformation proposing its resignification within the scope of the local community. The main proposal is based on offering new teaching and qualification modalities, through the provision of technical courses in the areas of agriculture, ecology and tourism, bringing about new perspectives of sustainability for a transition territory with endangered landscapes and ignored and / or unknown potentials"
